T(¡æ)	P(atm)	Cu(g)	S(g)	Fe(g)	SiO2(g)	Pb(g)	Zn(g)	MgO(g)	Al2O3(g)	Ni(g)	Sb(g)	Bi(g)	CaO(g)	As(g)	O2(g)
1200	1	21.958	21.215	22.936	13.937	0.004	0.47	5.755	0.938	0.684	0.089	0.01	0.265	0.01	21
1200	1	21.29	26.389	23.019	13.423	0.005	0.216	0.327	2.313	0.011	0.062	0.009	0.431	0.009	21
1200	1	20.319	17.973	25.325	16.284	0.292	0.396	1.043	2.626	0.35	0.133	0.013	2.719	0.016	21
1200	1	18.858	18.909	25.67	19.113	0.288	0.489	1.053	1.822	0.396	0.091	0.011	1.757	0.015	21
1200	1	20.198	26.929	24.369	11.265	0.062	0.597	0.812	1.973	0.063	0.031	0.009	0.473	0.009	21
1200	1	20.141	25.381	25.303	12.061	0.136	0.548	0.482	1.901	0.074	0.036	0.01	0.543	0.011	21
1200	1	16.346	11.043	21.981	23.977	0.491	0.521	0.823	3.167	0.015	0.104	0.01	0.529	0.018	21
1200	1	21.858	27.659	24.058	11.864	0.025	0.371	0.273	1.944	0.009	0.048	0.009	0.416	0.009	21
1200	1	21.556	25.397	22.988	14.03	0.023	0.375	1.071	2.003	0.104	0.07	0.01	0.779	0.009	21
1200	1	21.212	22.333	25.719	12.848	0.183	0.483	1.988	1.322	0.227	0.049	0.01	0.362	0.013	21
1200	1	16.217	25.313	20.267	22.136	0.121	0.445	0.997	3.421	0.012	0.038	0.021	5.05	0.159	21
1200	1	17.373	23.853	20.014	23.839	0.142	0.657	0.887	2.745	0.082	0.064	0.017	3.277	0.118	21
1200	1	19.982	26.984	24.093	12.268	0.059	0.562	0.433	2.036	0.018	0.03	0.009	0.476	0.009	21
1200	1	17.758	21.333	18.926	20.346	0.208	0.811	0.81	3.028	0.017	0.121	0.015	0.645	0.189	21
1200	1	18.403	21.729	28.571	16.123	0.281	0.479	0.938	0.839	0.453	0.032	0.009	0.219	0.013	21
1200	1	18.3	18.815	19.308	23.962	0.405	1.77	1.854	2.097	0.099	0.092	0.009	0.502	0.008	21
1200	1	21.173	22.448	24.97	11.871	0.122	0.552	3.613	1.353	0.411	0.058	0.011	0.876	0.014	21
1200	1	17.866	33.254	22.139	13.683	0.71	2.637	0.567	1.91	0.029	0.083	0.035	0.894	0.9	21
1200	1	18.057	19.87	19.795	19.752	0.084	0.319	0.667	2.834	0.014	0.116	0.011	0.746	0.067	21
1200	1	17.861	21.963	19.847	22.432	0.284	1.481	1.05	2.253	0.01	0.065	0.01	1.295	0.01	21
1200	1	17.355	23.048	25.711	17.03	0.48	1.118	0.644	1.617	0.129	0.042	0.02	1.661	0.311	21
1200	1	19.818	19.279	19.935	23.603	0.078	0.782	4.48	1.063	0.508	0.09	0.009	0.635	0.008	21
1200	1	17.95	15.653	25.34	19.697	0.536	1.201	0.613	1.387	0.008	0.053	0.009	0.589	0.015	21
1200	1	18.865	22.631	22.211	17.571	0.164	0.771	1.518	2.518	0.405	0.111	0.01	0.362	0.008	21
1200	1	20.129	23.855	22.785	13.755	0.038	0.291	1.676	2.543	0.278	0.09	0.01	0.407	0.01	21
1200	1	20.61	23.046	19.738	18.557	0.611	3.478	3.089	1.223	0.178	0.09	0.01	0.556	0.002	21
1200	1	20.263	28.841	24.008	11.747	0.227	0.966	0.289	1.768	0.016	0.059	0.018	0.47	0.302	21
1200	1	17.28	14.091	30.58	15.745	1.024	1.88	0.447	0.825	0.014	0.024	0.017	0.412	0.273	21
1200	1	20.142	27.225	23.167	16.072	0.199	1.042	0.898	1.448	0.128	0.052	0.013	0.348	0.168	21
1200	1	18.197	17.023	28.353	14.63	0.906	1.696	0.397	1.662	0.019	0.071	0.022	1.231	0.408	21
1200	1	21.349	14.774	19.246	22.527	0.218	0.39	1.244	3.687	0.099	0.193	0.014	3.513	0.014	21
1200	1	20.453	14.836	23.039	19.988	0.289	0.597	3.413	1.749	0.387	0.115	0.011	1.645	0.015	21
1200	1	21.155	30.732	24.825	8.379	0.43	1.929	0.618	1.63	0.016	0.054	0.019	0.433	0.334	21
1200	1	18.324	20.382	27.172	18.919	0.322	0.602	0.801	0.91	0.342	0.036	0.009	0.251	0.013	21
1200	1	21.314	19.507	18.457	21.402	0.234	1.509	3.251	2.283	0.297	0.148	0.012	1.995	0.007	21
1200	1	16.558	18.32	28.466	17.834	0.913	1.814	0.259	0.801	0.018	0.027	0.021	0.364	0.463	21
1200	1	16.804	12.768	28.82	18.151	0.696	0.795	0.617	1.893	0.01	0.02	0.013	2.36	0.029	21
1200	1	21.778	21.896	21.428	14.319	0.171	1.109	2.323	2.203	0.202	0.125	0.011	1.495	0.008	21
1200	1	21	26.156	23.295	11.971	0.048	0.489	0.461	2.52	0.017	0.066	0.01	1.131	0.01	21
1200	1	17.568	11.385	28.328	19.205	0.968	2.139	0.871	0.985	0.007	0.035	0.009	0.504	0.02	21
1200	1	20.584	20.434	22.352	18.036	0.01	0.436	4.7	0.76	0.559	0.077	0.009	0.345	0.009	21
1200	1	17.715	18.388	20.697	22.406	0.205	0.303	0.963	3.651	0.053	0.099	0.016	4.095	0.022	21
1200	1	19.094	23.699	20.676	18.688	0.754	3.397	1.498	1.623	0.009	0.085	0.015	0.551	0.205	21
1200	1	18.833	29.311	24.37	14.692	0.455	1.952	0.986	1.141	0.252	0.06	0.021	0.629	0.397	21
1200	1	19.409	20.728	21.227	17.525	0.135	0.257	0.637	3.123	0.014	0.097	0.01	0.498	0.012	21
1200	1	21.092	22.21	17.492	21.004	0.366	1.474	0.924	3.832	0.142	0.227	0.025	3.935	0.393	21
1200	1	18.99	24.588	24.578	15.36	0.065	0.358	0.756	1.64	0.242	0.057	0.01	0.799	0.034	21
1200	1	16.054	15.118	25.537	22.26	0.502	0.594	0.718	2.298	0.009	0.023	0.014	3.106	0.028	21
1200	1	17.17	22.512	19.545	23.05	0.202	1.085	1.172	2.804	0.007	0.06	0.014	3.443	0.017	21
1200	1	20.64	24.349	21.44	17.725	0.263	1.648	1.889	1.464	0.137	0.066	0.009	0.445	0.006	21
1200	1	19.711	25.367	24.915	10.708	0.504	1.844	0.788	1.749	0.014	0.068	0.018	1.02	0.268	21
1200	1	20.918	17.938	17.439	21.674	0.022	0.185	1.038	3.87	0.063	0.193	0.013	2.958	0.01	21
1200	1	19.058	25.504	21.876	18.375	0.011	0.183	0.567	2.637	0.009	0.041	0.013	2.51	0.017	21
1200	1	18.984	25.67	23.439	14.261	0.029	0.227	2.068	2.867	0.251	0.047	0.016	3.972	0.023	21
1200	1	18.108	14.857	31.664	13.493	0.674	0.782	0.763	1.192	0.233	0.024	0.011	1.179	0.025	21
1200	1	17.792	24.623	20.156	20.667	0.318	1.191	0.825	2.252	0.061	0.103	0.022	1.48	0.42	21
1200	1	19.793	22.831	27.57	11.818	0.476	0.97	0.307	1.577	0.013	0.035	0.015	0.764	0.196	21
1200	1	18.644	14.56	27.596	18.149	0.526	0.791	1.819	0.927	0.2	0.035	0.009	0.366	0.019	21
1200	1	20.625	27.599	23.988	11.269	0.026	0.315	0.541	2.573	0.012	0.04	0.012	1.92	0.015	21
1200	1	17.782	27.227	21.138	19.027	0.236	0.904	0.608	2.579	0.017	0.057	0.021	2.18	0.322	21
1200	1	18.736	25.022	26.022	17.598	0.142	0.69	1.487	0.982	0.641	0.064	0.009	0.159	0.008	21
1200	1	18.047	24.706	21.631	19.99	0.041	0.378	0.562	2.366	0.014	0.032	0.011	1.802	0.014	21
1200	1	22.553	28.18	24.166	9.259	0.169	1.13	0.626	1.946	0.008	0.059	0.01	0.481	0.008	21
1200	1	19.674	25.456	23.545	14.932	0.65	1.855	0.565	2.365	0.134	0.137	0.03	2.256	0.632	21
1200	1	19.036	31.501	28.663	11.313	0.323	1.151	1.069	0.469	0.615	0.046	0.02	0.063	0.412	21
1200	1	16.676	8.307	30.915	19.208	0.882	0.998	0.357	0.92	0.025	0.021	0.009	0.477	0.025	21
1200	1	21.052	24.383	20.071	17.78	0.365	1.954	1.055	2.404	0.041	0.118	0.014	1.599	0.108	21
1200	1	21.173	22.41	23.256	15.201	0.016	0.523	4.638	0.835	0.553	0.064	0.009	0.282	0.009	21
1200	1	18.168	25.39	21.342	19.335	0.098	0.443	0.701	2.706	0.053	0.054	0.015	2.284	0.123	21
1200	1	19.447	36.069	25.688	7.054	0.619	2.271	0.411	1.424	0.103	0.057	0.034	0.503	0.85	21
1200	1	20.091	24.837	29.274	9.566	0.204	0.329	1.122	1.517	0.468	0.048	0.012	1.151	0.016	21
1200	1	19.152	18.523	27.094	14.667	0.398	0.775	1.547	1.283	0.16	0.031	0.009	0.416	0.016	21
1200	1	20.057	33.942	26.144	8.478	0.431	1.637	0.439	1.298	0.161	0.047	0.026	0.55	0.596	21
1200	1	16.252	13.862	25.827	23.917	0.586	0.83	0.843	1.447	0.061	0.028	0.012	1.312	0.085	21
1200	1	18.233	18.857	30.509	15.523	0.44	0.574	0.94	0.646	0.464	0.03	0.009	0.213	0.017	21
1200	1	18.198	23.1	22.136	20.154	0.129	0.781	0.89	1.721	0.14	0.054	0.009	0.875	0.009	21
1200	1	19.785	27.656	28.898	11.721	0.05	0.259	1.241	0.784	0.669	0.042	0.009	0.128	0.009	21
1200	1	20.133	27.08	22.938	12.513	0.114	0.707	0.926	2.963	0.009	0.05	0.015	3.164	0.018	21
1200	1	16.527	11.584	29.471	19.041	0.799	0.982	0.505	1.496	0.01	0.017	0.013	1.685	0.074	21
1200	1	20.805	23.854	21.493	14.344	0.035	0.322	0.565	3.059	0.015	0.102	0.011	1.359	0.01	21
1200	1	18.79	25.255	23.232	16.454	0.046	0.365	0.663	2.18	0.101	0.04	0.011	1.53	0.013	21
1200	1	21.167	28.499	25.648	6.615	0.067	0.631	0.669	2.127	0.043	0.031	0.01	0.506	0.01	21
1200	1	17.994	16.403	24.832	18.284	0.316	0.489	0.416	1.637	0.009	0.068	0.009	0.723	0.014	21
1200	1	17.516	14.507	20.274	24.475	0.249	0.419	2.519	2.497	0.243	0.104	0.009	0.425	0.014	21
1200	1	16.846	28.304	21.784	19.347	0.408	1.496	0.444	1.747	0.02	0.056	0.026	1.601	0.55	21
1200	1	19.933	20.342	21.49	21.629	0.042	0.591	5.277	0.436	0.639	0.069	0.01	0.205	0.067	21
1200	1	18.403	22.865	23.866	21.134	0.411	1.9	1.563	0.819	0.41	0.06	0.009	0.3	0.006	21
1200	1	20.286	21.496	24.659	10.041	0.103	0.317	0.489	2.088	0.01	0.095	0.01	0.891	0.011	21
1200	1	18.442	24.49	22.198	19.961	0.128	0.749	2.125	1.372	0.27	0.044	0.013	0.801	0.146	21
1200	1	18.722	25.495	22.646	14.814	0.042	0.299	0.793	2.993	0.013	0.045	0.014	3.196	0.019	21
1200	1	20.762	25.093	22.785	16.89	0	0.279	1.309	1.571	0.146	0.05	0.009	0.351	0.009	21
1200	1	18.373	24.281	24.629	17.226	0.112	0.439	0.831	1.345	0.326	0.066	0.012	0.736	0.11	21
1200	1	19.254	31.967	22.006	13.591	0.894	4.03	1.205	1.098	0.018	0.073	0.027	0.435	0.645	21
1200	1	22.382	19.575	18.425	19.098	0.212	1.385	3.089	2.817	0.277	0.175	0.013	2.582	0.007	21
1200	1	19.315	21.681	20.951	18.193	0.308	1.696	1.288	1.714	0.041	0.091	0.01	0.741	0.018	21
1200	1	17.656	19.585	20.008	21.817	0.043	0.13	0.974	2.844	0.197	0.116	0.009	0.557	0.009	21
1200	1	19.795	22.555	23.914	17.472	0.025	0.32	3.408	1.095	0.628	0.074	0.009	0.21	0.009	21
1200	1	20.789	25.816	25.29	8.381	0.091	0.6	0.655	1.991	0.092	0.064	0.01	0.653	0.009	21
1200	1	19.768	27	27.937	13.325	0.175	0.897	1.531	0.662	0.674	0.053	0.009	0.152	0.008	21
1200	1	17.555	24.566	19.973	21.827	0.313	1.566	1.783	2.412	0.09	0.056	0.018	3.102	0.152	21
1200	1	17.202	11.138	30.823	15.912	0.82	0.924	0.547	1.614	0.01	0.017	0.012	1.852	0.03	21
1200	1	16.982	23.459	20.351	21.869	0.024	0.166	1.797	3.293	0.111	0.043	0.017	4.876	0.025	21
1200	1	20.312	25.44	21.315	14.237	0.448	2.521	2.033	2.262	0.065	0.072	0.013	2.168	0.011	21
1200	1	19.495	31.721	21.283	13.123	0.754	3.017	0.775	2.173	0.027	0.122	0.034	1.417	0.812	21
1200	1	19.535	22.863	23.838	17.507	0.027	0.262	1.936	1.277	0.397	0.07	0.009	0.41	0.009	21
1200	1	19.866	17.897	24.435	17.195	0.6	2.148	2.998	0.925	0.259	0.064	0.01	0.448	0.012	21
1200	1	19.567	28.406	24.549	9.373	0.356	1.337	0.376	1.66	0.019	0.082	0.022	0.667	0.457	21
1200	1	19.244	31.589	24.082	10.226	0.33	1.261	0.977	2.504	0.059	0.047	0.027	2.997	0.456	21
1200	1	20.432	26.079	24.194	11.88	0.053	0.584	1.577	1.75	0.161	0.038	0.009	0.436	0.009	21
1200	1	17.74	20.583	20.149	23.597	0.09	0.359	0.944	2.711	0.051	0.074	0.012	2.591	0.015	21
1200	1	18.537	23.011	19.962	21.394	0.05	0.332	0.507	2.613	0.014	0.073	0.01	0.443	0.044	21
1200	1	19.882	22.345	22.35	18.533	0.026	0.514	3.508	1.06	0.41	0.053	0.009	0.313	0.009	21
1200	1	20.032	24.677	21.093	15.96	0.467	2.596	1.378	1.898	0.009	0.071	0.01	0.589	0.005	21
1200	1	17.13	36.131	23.699	13.349	0.739	2.653	0.354	1.365	0.03	0.044	0.04	1.435	1.028	21
1200	1	20.966	25.364	20.879	16.135	0.499	2.832	1.402	1.667	0.004	0.077	0.009	0.569	0.004	21
1200	1	18.846	25.488	20.771	17.128	0.549	2.553	1.256	2.058	0.012	0.084	0.018	1.321	0.253	21
1200	1	20.447	22.756	22.686	12.22	0.259	1.421	0.952	1.974	0.007	0.098	0.01	0.848	0.007	21
1200	1	21.085	21.518	19.773	20.616	0.181	0.661	1.063	3.478	0.367	0.211	0.02	3.635	0.228	21
1200	1	17.981	23.592	21.084	19.821	0.02	0.214	2.28	2.906	0.186	0.047	0.016	4.134	0.023	21
1200	1	20.5	25.126	22.521	14.222	0.016	0.174	0.652	2.714	0.103	0.08	0.01	0.709	0.011	21
1200	1	19.323	22.745	23.114	13.607	0.099	0.432	0.503	2.116	0.011	0.089	0.012	1.181	0.088	21
1200	1	18.446	23.272	23.655	17.413	0.781	2.302	0.576	1.801	0.021	0.098	0.026	1.477	0.558	21
1200	1	20.088	23.113	19.962	18.717	0.774	4.028	1.98	1.426	0.029	0.087	0.01	0.629	0.002	21
1200	1	17.848	32.296	23.537	14.77	0.504	1.975	0.275	1.269	0.027	0.036	0.027	0.307	0.665	21
1200	1	20.122	24.014	25.106	13.711	0.153	0.472	0.519	1.741	0.06	0.039	0.009	0.446	0.012	21
1200	1	20.942	24.049	23.337	14.37	0.015	0.423	3.252	1.448	0.369	0.057	0.011	0.94	0.012	21
1200	1	20.307	23.962	25.303	11.586	0.165	0.351	0.522	2.392	0.01	0.049	0.012	1.924	0.018	21
1200	1	19.213	17.94	28.518	12.581	0.842	2.139	1.372	1.03	0.09	0.043	0.014	0.46	0.179	21
1200	1	18.533	23.795	24.561	16.862	0.043	0.208	0.925	1.686	0.318	0.061	0.011	1.308	0.012	21
1200	1	19.227	14.73	30.67	12.805	0.679	0.84	0.293	1.265	0.01	0.024	0.01	0.442	0.022	21
1200	1	18.351	30.031	24.923	13.81	0.348	1.269	1.403	1.605	0.302	0.046	0.025	1.95	0.451	21
1200	1	18.604	17.943	26.082	19.31	0.397	0.573	0.243	1.398	0.009	0.03	0.009	0.396	0.016	21
1200	1	15.795	13.208	28.456	22.374	0.908	1.503	0.514	0.682	0.046	0.019	0.016	0.342	0.291	21
1200	1	19.708	25.628	27.845	13.306	0.045	0.175	1.231	0.98	0.644	0.068	0.01	0.461	0.009	21
1200	1	20.951	18.575	17.783	21.804	0.035	0.345	1.329	3.67	0.108	0.181	0.013	3.203	0.009	21
1200	1	20.4	24.227	25.602	14.909	0.171	0.955	2.892	0.853	0.631	0.071	0.01	0.543	0.009	21
1200	1	18.907	21.631	24.069	15.504	0.481	1.617	1.798	2.128	0.1	0.054	0.015	2.503	0.088	21
1200	1	20.546	24.126	19.087	18.239	0.785	4.324	2.087	1.51	0	0.094	0.01	0.663	0	21
1200	1	20.225	25.973	26.256	10.271	0.055	0.359	0.791	1.619	0.275	0.058	0.01	0.489	0.01	21
1200	1	21.904	27.817	25.683	8.032	0.07	0.426	0.32	2.032	0.013	0.04	0.01	0.457	0.011	21
1200	1	19.457	19.738	20.331	21.488	0.016	0.399	4.134	1.503	0.472	0.086	0.009	0.315	0.009	21
1200	1	19.783	22.894	23.115	17.219	0.137	0.465	0.372	2.159	0.014	0.058	0.01	0.946	0.011	21
1200	1	18.27	19.922	21.584	19.386	0.046	0.241	0.444	1.926	0.009	0.089	0.009	0.817	0.009	21
1200	1	18.4	33.42	23.542	12.473	0.646	2.601	0.557	1.393	0.026	0.05	0.03	0.723	0.734	21
1200	1	19.845	22.884	22.815	13.379	0.039	0.243	0.563	2.46	0.02	0.088	0.01	1.127	0.011	21
1200	1	19.508	20.995	19.595	21.156	0.017	0.27	1.968	2.523	0.193	0.1	0.01	0.762	0.009	21
1200	1	19.82	25.879	23.966	11.658	0.058	0.471	0.547	2.3	0.016	0.046	0.011	1.189	0.012	21
1200	1	19.291	27.988	20.791	17.11	0.652	2.346	0.582	2.423	0.032	0.136	0.032	2.166	0.721	21
1200	1	19.619	17.242	23.994	17.895	0.48	0.923	0.654	2.713	0.11	0.127	0.016	2.272	0.166	21
1200	1	20.553	16.801	22.161	18.339	0.29	0.426	0.554	3.26	0.013	0.136	0.012	2.192	0.015	21
1200	1	19.232	23.086	23.36	16.108	0.198	0.798	1.847	1.349	0.2	0.066	0.014	0.509	0.17	21
1200	1	17.474	9.314	31.843	16.687	0.903	1.029	0.31	0.958	0.01	0.015	0.01	0.437	0.026	21
1200	1	21.067	17.383	20.225	19.774	0.077	0.379	3.08	2.388	0.336	0.152	0.012	2.137	0.011	21
1200	1	21.533	22.715	23.912	14.728	0.108	0.865	4.217	0.972	0.649	0.092	0.01	0.7	0.008	21
1200	1	20.886	23.737	22.706	17.174	0	0.341	2.664	1.234	0.314	0.057	0.009	0.31	0.009	21
1200	1	19.151	16.723	19.72	22.202	0.163	0.389	1.314	3.061	0.1	0.137	0.011	1.887	0.012	21
1200	1	20.159	21.694	22.216	20.245	0.039	0.218	1.107	2.564	0.447	0.141	0.012	2.294	0.009	21
1200	1	16.861	25.151	27.132	16.488	0.815	2.05	0.383	0.753	0.127	0.035	0.027	0.246	0.648	21
1200	1	19.37	24.733	21.878	17.225	0.037	0.375	0.457	2.344	0.015	0.053	0.009	0.456	0.009	21
1200	1	21.232	26.613	26.958	8.682	0.208	1.133	2.005	1.091	0.484	0.073	0.011	0.391	0.043	21
1200	1	19.676	23.706	19.411	21.353	0.507	2.864	1.411	1.548	0.003	0.074	0.009	0.548	0.003	21
1200	1	20.552	25.184	27.217	13.45	0.026	0.291	3.146	0.486	0.773	0.057	0.009	0.113	0.009	21
1200	1	16.943	27.14	25.323	16.783	0.726	2.023	0.306	1.171	0.023	0.033	0.028	0.861	0.664	21
1200	1	18.51	20.362	20.186	18.585	0.076	0.394	0.73	2.828	0.013	0.107	0.01	0.727	0.009	21
1200	1	20.784	22.569	20.204	18.248	0.318	1.847	2.08	2.157	0.192	0.114	0.01	1.145	0.006	21
1200	1	17.695	22.389	21.283	19.877	0.042	0.253	0.676	2.584	0.011	0.06	0.012	2.46	0.016	21
1200	1	16.804	8.191	31.795	18.794	0.918	1.04	0.659	0.729	0.101	0.015	0.009	0.394	0.026	21
1200	1	18.901	19.516	24.488	20.157	0.352	1.13	2.07	0.929	0.312	0.051	0.009	0.33	0.011	21
1200	1	18.664	20.395	21.428	17.815	0.044	0.207	0.625	2.399	0.055	0.102	0.009	0.756	0.009	21
1200	1	19.003	22.304	21.971	20.124	0.19	1.064	2.695	1.476	0.468	0.087	0.01	0.3	0.044	21
1200	1	17.078	20.966	21.347	23.894	0.04	0.089	1.311	2.367	0.449	0.097	0.009	0.457	0.01	21
1200	1	18.303	24.132	23.173	18.698	0.052	0.347	0.857	1.917	0.272	0.055	0.009	0.34	0.009	21
1200	1	18.716	26.885	26.284	14	0.039	0.139	1.348	2.072	0.476	0.043	0.014	2.798	0.019	21
1200	1	16.792	22.575	20.269	23.317	0.031	0.178	0.8	2.892	0.021	0.048	0.014	3.483	0.019	21
1200	1	21.185	20.832	22.814	16.509	0.006	0.465	5.247	0.645	0.629	0.077	0.009	0.298	0.009	21
1200	1	22.277	28.173	24.488	10.182	0.032	0.413	0.294	1.978	0.009	0.049	0.009	0.427	0.009	21
1200	1	17.984	34.025	24.482	13.354	0.605	2.219	0.369	1.041	0.127	0.047	0.032	0.221	0.82	21
1200	1	19.599	17.357	24.649	16.848	0.396	0.977	2.466	1.546	0.244	0.07	0.01	0.414	0.014	21
1200	1	20.198	21.627	23.884	14.582	0.253	0.628	0.559	2.382	0.011	0.07	0.01	0.478	0.013	21
1200	1	22.203	18.037	19.165	19.879	0.004	0.378	4.576	2.413	0.522	0.168	0.013	2.561	0.01	21
1200	1	19.059	21.144	19.347	20.543	0.023	0.183	2.189	3.646	0.209	0.116	0.016	4.242	0.02	21
1200	1	20.481	25.013	22.876	14.025	0.011	0.272	2.257	2.348	0.219	0.059	0.013	2.193	0.016	21
1200	1	18.07	19.939	18.988	22.447	0.18	0.924	1.627	2.752	0.206	0.117	0.009	0.51	0.008	21
1200	1	17.224	13.776	22.287	23.885	0.356	0.501	1.953	2.196	0.213	0.086	0.009	0.411	0.016	21
1200	1	19.31	23.956	23.048	14.832	0.745	2.353	0.799	2.349	0.021	0.116	0.026	1.688	0.511	21
1200	1	20.264	18.475	20.802	22.573	0.223	0.808	1.294	2.859	0.376	0.172	0.013	2.795	0.01	21
1200	1	16.122	24.539	19.996	22.886	0.08	0.297	1.037	3.55	0.011	0.037	0.02	5.28	0.101	21
1200	1	16.587	20.335	23.624	22.992	0.205	0.313	1.048	2.109	0.291	0.05	0.012	2.069	0.034	21
1200	1	18.823	26.079	20.617	19.282	0.284	1.214	0.433	2.407	0.022	0.094	0.02	1.585	0.353	21
1200	1	19.894	25.281	26.861	12.662	0.041	0.168	1.984	1.446	0.698	0.08	0.01	0.17	0.01	21
1200	1	18.739	25.354	23.509	15.553	0.604	2.343	0.825	1.378	0.015	0.059	0.018	0.512	0.326	21
1200	1	17.874	21.874	19.377	22.088	0.173	0.927	1.112	3.073	0.008	0.084	0.014	3.625	0.017	21
1200	1	20.317	26.217	26.211	9.834	0.054	0.308	1.098	1.951	0.385	0.07	0.01	0.377	0.01	21
1200	1	19.089	19.102	30.022	11.681	0.486	0.762	0.632	1.222	0.196	0.025	0.01	0.382	0.018	21
1200	1	20.624	23.526	19.137	19.26	0.566	3.164	1.604	1.916	0.003	0.102	0.01	1.041	0.003	21
1200	1	20.271	21.219	18.991	22.855	0.199	1.268	1.784	2.185	0.146	0.113	0.01	1.497	0.007	21
1200	1	19.764	20.41	20.413	21.879	0.219	1.2	2.251	1.963	0.281	0.108	0.01	1.462	0.008	21
1200	1	19.42	22.712	25.015	12.585	0.34	1.12	0.846	2.238	0.012	0.046	0.012	1.762	0.016	21
1200	1	19.251	23.493	25.302	16.212	0.081	0.324	1.081	1.515	0.44	0.081	0.01	1.059	0.01	21
1200	1	21.198	19.914	23.56	15.619	0.187	0.443	1.629	2.154	0.168	0.099	0.011	1.423	0.013	21
1200	1	19.54	24.405	21.795	14.516	0.059	0.3	0.73	3.096	0.012	0.081	0.013	2.051	0.05	21
1200	1	16.876	21.66	27.304	19.19	0.628	1.414	0.589	0.701	0.236	0.03	0.018	0.241	0.351	21
1200	1	19.389	21.554	23.225	18.436	0.199	0.778	3.773	1.037	0.437	0.057	0.014	1.007	0.138	21
1200	1	20.297	26.388	23.869	11.067	0.23	1.329	1.116	2.231	0.097	0.059	0.012	1.646	0.012	21
1200	1	19.496	25.711	26.269	15.708	0.06	0.308	1.744	0.949	0.599	0.057	0.01	0.157	0.052	21
1200	1	19.13	16.421	29.413	12.771	0.492	0.634	0.674	1.368	0.207	0.06	0.01	0.767	0.018	21
1200	1	21.279	28.148	24.121	9.778	0.045	0.388	0.646	2.76	0.01	0.048	0.013	2.422	0.017	21
1200	1	17.606	14.545	24.492	23.304	0.703	1.975	1.64	0.95	0.115	0.047	0.009	0.444	0.014	21
1200	1	19.044	26.351	22.47	15.371	0.019	0.165	0.82	3.196	0.021	0.042	0.016	3.842	0.022	21
1200	1	20.595	26.691	29.019	8.346	0.049	0.201	1.172	1.04	0.586	0.066	0.01	0.341	0.01	21
1200	1	20.508	21.468	22.246	18.918	0.066	0.681	5.351	0.444	0.649	0.07	0.012	0.206	0.1	21
1200	1	16.763	9.776	28.471	21.611	0.955	1.837	0.714	0.905	0.007	0.028	0.009	0.472	0.021	21
1200	1	20.241	27.288	29.168	11.147	0.078	0.325	1.504	0.69	0.698	0.047	0.009	0.118	0.009	21
1200	1	19.519	23.231	22.964	18.912	0.131	0.677	2.863	1.144	0.499	0.086	0.014	0.847	0.166	21
1200	1	18.318	22.46	20.001	21.944	0.208	1.263	2.69	2.198	0.206	0.061	0.013	2.799	0.015	21
1200	1	18.323	23.221	18.945	22.654	0.256	1.253	1.583	2.919	0.085	0.095	0.018	3.531	0.163	21
1200	1	18.402	18.26	19.61	22.763	0.04	0.217	0.494	2.461	0.01	0.122	0.01	1.588	0.009	21
1200	1	20.111	16.438	26.012	14.065	0.355	0.558	1.378	1.939	0.181	0.1	0.011	1.393	0.016	21
1200	1	20.479	18.972	23.776	13.989	0.445	1.478	1.358	2.084	0.072	0.11	0.012	1.403	0.051	21
1200	1	17.65	20.643	18.476	20.752	0.045	0.192	0.961	3.856	0.017	0.108	0.012	1.736	0.014	21
1200	1	17.254	24.476	20.635	21.168	0.022	0.137	0.91	3.358	0.009	0.039	0.016	4.513	0.024	21
1200	1	18.894	17.009	20.963	23.528	0.167	0.588	2.588	1.599	0.276	0.097	0.01	1.138	0.011	21
1200	1	18.675	20.453	18.858	20.918	0.332	1.782	1.246	2.411	0.008	0.11	0.009	0.72	0.006	21
1200	1	18.932	24.54	19.934	17.963	0.165	0.647	0.708	3.044	0.028	0.101	0.016	0.54	0.216	21
1200	1	16.884	29.494	21.866	17.462	0.331	1.193	0.804	2.809	0.018	0.041	0.028	3.954	0.453	21
1200	1	20.731	24.901	28.684	7.379	0.12	0.301	0.963	1.333	0.41	0.07	0.01	0.49	0.011	21
1200	1	18.78	20.723	21.465	22.768	0.034	0.236	1.443	2.042	0.354	0.105	0.011	1.706	0.01	21
1200	1	20.52	20.39	25.545	15.181	0.23	0.534	2.348	1.137	0.271	0.049	0.009	0.343	0.014	21
1200	1	20.364	18.607	19.374	22.471	0.032	0.144	1.02	3.452	0.292	0.189	0.014	3.455	0.011	21
1200	1	17.737	23.78	29.56	11.555	0.996	2.302	0.452	0.724	0.051	0.031	0.028	0.307	0.681	21
1200	1	18.294	16.642	21.047	20.506	0.264	0.347	0.727	3.272	0.015	0.11	0.01	0.716	0.014	21
1200	1	16.514	22.966	21.355	22.961	0.473	1.385	1.426	1.784	0.137	0.067	0.022	0.912	0.448	21
1200	1	19.845	25.71	26.299	13.019	0.033	0.248	2.332	1.431	0.562	0.054	0.012	1.557	0.014	21
1200	1	18.041	21.088	23.977	18.257	0.356	1.082	0.823	2.055	0.031	0.035	0.011	1.724	0.016	21
1200	1	19.872	20.905	23.137	14.035	0.371	1.569	0.972	1.873	0.007	0.091	0.01	0.786	0.009	21
